sentence_id	distance	rank_order
Sentence3936	885	baseline2021 ranked at 719, higher than cat+oci+spa-eng at 1604
Sentence3320	885	cat+oci+spa-eng ranked at 2624, higher than baseline2021 at 3509
Sentence1574	884	cat+oci+spa-eng ranked at 3921, higher than baseline2021 at 4805
Sentence5903	884	cat+oci+spa-eng ranked at 5408, higher than baseline2021 at 6292
Sentence4430	883	cat+oci+spa-eng ranked at 344, higher than baseline2021 at 1227
Sentence4397	882	cat+oci+spa-eng ranked at 2398, higher than baseline2021 at 3280
Sentence5800	881	baseline2021 ranked at 296, higher than cat+oci+spa-eng at 1177
Sentence4823	881	baseline2021 ranked at 1413, higher than cat+oci+spa-eng at 2294
Sentence2389	881	cat+oci+spa-eng ranked at 4892, higher than baseline2021 at 5773
Sentence2762	880	cat+oci+spa-eng ranked at 57, higher than baseline2021 at 937
Sentence2558	880	baseline2021 ranked at 663, higher than cat+oci+spa-eng at 1543
Sentence3622	880	baseline2021 ranked at 1976, higher than cat+oci+spa-eng at 2856
Sentence149	880	cat+oci+spa-eng ranked at 3010, higher than baseline2021 at 3890
Sentence5651	879	cat+oci+spa-eng ranked at 2710, higher than baseline2021 at 3589
Sentence3968	879	baseline2021 ranked at 1882, higher than cat+oci+spa-eng at 2761
Sentence477	878	baseline2021 ranked at 761, higher than cat+oci+spa-eng at 1639
Sentence440	878	baseline2021 ranked at 1329, higher than cat+oci+spa-eng at 2207
Sentence2326	877	baseline2021 ranked at 904, higher than cat+oci+spa-eng at 1781
Sentence6409	877	baseline2021 ranked at 4092, higher than cat+oci+spa-eng at 4969
Sentence2116	877	cat+oci+spa-eng ranked at 5187, higher than baseline2021 at 6064
Sentence5041	877	baseline2021 ranked at 4809, higher than cat+oci+spa-eng at 5686
Sentence114	876	cat+oci+spa-eng ranked at 2413, higher than baseline2021 at 3289
Sentence4240	876	cat+oci+spa-eng ranked at 2615, higher than baseline2021 at 3491
Sentence1386	876	baseline2021 ranked at 3261, higher than cat+oci+spa-eng at 4137
Sentence5546	876	cat+oci+spa-eng ranked at 5475, higher than baseline2021 at 6351
Sentence6404	876	baseline2021 ranked at 4696, higher than cat+oci+spa-eng at 5572
Sentence4664	875	baseline2021 ranked at 1350, higher than cat+oci+spa-eng at 2225
Sentence600	875	baseline2021 ranked at 4652, higher than cat+oci+spa-eng at 5527
Sentence72	874	baseline2021 ranked at 865, higher than cat+oci+spa-eng at 1739
Sentence2674	874	baseline2021 ranked at 1113, higher than cat+oci+spa-eng at 1987
Sentence5826	874	baseline2021 ranked at 3131, higher than cat+oci+spa-eng at 4005
Sentence2295	874	cat+oci+spa-eng ranked at 5014, higher than baseline2021 at 5888
Sentence2144	872	cat+oci+spa-eng ranked at 5177, higher than baseline2021 at 6049
Sentence1684	871	baseline2021 ranked at 779, higher than cat+oci+spa-eng at 1650
Sentence2072	871	baseline2021 ranked at 824, higher than cat+oci+spa-eng at 1695
Sentence4003	870	baseline2021 ranked at 2066, higher than cat+oci+spa-eng at 2936
Sentence1475	870	baseline2021 ranked at 3585, higher than cat+oci+spa-eng at 4455
Sentence1131	870	baseline2021 ranked at 3964, higher than cat+oci+spa-eng at 4834
Sentence2253	869	cat+oci+spa-eng ranked at 596, higher than baseline2021 at 1465
Sentence2230	869	baseline2021 ranked at 2420, higher than cat+oci+spa-eng at 3289
Sentence5075	868	cat+oci+spa-eng ranked at 160, higher than baseline2021 at 1028
Sentence6418	868	baseline2021 ranked at 1289, higher than cat+oci+spa-eng at 2157
Sentence4388	868	cat+oci+spa-eng ranked at 2403, higher than baseline2021 at 3271
Sentence2263	868	cat+oci+spa-eng ranked at 2942, higher than baseline2021 at 3810
Sentence4990	868	cat+oci+spa-eng ranked at 4326, higher than baseline2021 at 5194
Sentence800	868	cat+oci+spa-eng ranked at 5138, higher than baseline2021 at 6006
Sentence1824	868	cat+oci+spa-eng ranked at 5346, higher than baseline2021 at 6214
Sentence6090	867	cat+oci+spa-eng ranked at 903, higher than baseline2021 at 1770
Sentence1463	867	baseline2021 ranked at 2172, higher than cat+oci+spa-eng at 3039
Sentence291	867	cat+oci+spa-eng ranked at 5490, higher than baseline2021 at 6357
Sentence369	866	baseline2021 ranked at 26, higher than cat+oci+spa-eng at 892
Sentence2175	866	baseline2021 ranked at 1234, higher than cat+oci+spa-eng at 2100
Sentence5582	866	cat+oci+spa-eng ranked at 3568, higher than baseline2021 at 4434
Sentence6120	866	cat+oci+spa-eng ranked at 4521, higher than baseline2021 at 5387
Sentence5309	866	baseline2021 ranked at 4784, higher than cat+oci+spa-eng at 5650
Sentence3461	866	baseline2021 ranked at 4927, higher than cat+oci+spa-eng at 5793
Sentence5629	866	baseline2021 ranked at 4981, higher than cat+oci+spa-eng at 5847
Sentence3934	865	baseline2021 ranked at 109, higher than cat+oci+spa-eng at 974
Sentence3917	864	cat+oci+spa-eng ranked at 2169, higher than baseline2021 at 3033
Sentence1186	864	cat+oci+spa-eng ranked at 2257, higher than baseline2021 at 3121
Sentence5537	864	cat+oci+spa-eng ranked at 4166, higher than baseline2021 at 5030
Sentence4411	864	cat+oci+spa-eng ranked at 4383, higher than baseline2021 at 5247
Sentence5485	862	baseline2021 ranked at 544, higher than cat+oci+spa-eng at 1406
Sentence4219	862	cat+oci+spa-eng ranked at 2612, higher than baseline2021 at 3474
Sentence4041	862	cat+oci+spa-eng ranked at 3926, higher than baseline2021 at 4788
Sentence3172	861	cat+oci+spa-eng ranked at 1419, higher than baseline2021 at 2280
Sentence2472	861	baseline2021 ranked at 3390, higher than cat+oci+spa-eng at 4251
Sentence3371	860	cat+oci+spa-eng ranked at 921, higher than baseline2021 at 1781
Sentence6198	860	baseline2021 ranked at 3376, higher than cat+oci+spa-eng at 4236
Sentence6479	860	baseline2021 ranked at 3647, higher than cat+oci+spa-eng at 4507
Sentence658	859	cat+oci+spa-eng ranked at 690, higher than baseline2021 at 1549
Sentence562	859	baseline2021 ranked at 1791, higher than cat+oci+spa-eng at 2650
Sentence548	859	baseline2021 ranked at 2144, higher than cat+oci+spa-eng at 3003
Sentence2492	859	baseline2021 ranked at 3557, higher than cat+oci+spa-eng at 4416
Sentence235	858	cat+oci+spa-eng ranked at 5612, higher than baseline2021 at 6470
Sentence558	857	cat+oci+spa-eng ranked at 697, higher than baseline2021 at 1554
Sentence1080	857	baseline2021 ranked at 1961, higher than cat+oci+spa-eng at 2818
Sentence3125	857	cat+oci+spa-eng ranked at 4731, higher than baseline2021 at 5588
Sentence1791	857	baseline2021 ranked at 3913, higher than cat+oci+spa-eng at 4770
Sentence5636	857	baseline2021 ranked at 4539, higher than cat+oci+spa-eng at 5396
Sentence3167	856	baseline2021 ranked at 2856, higher than cat+oci+spa-eng at 3712
Sentence3568	856	cat+oci+spa-eng ranked at 4321, higher than baseline2021 at 5177
Sentence1290	856	cat+oci+spa-eng ranked at 4761, higher than baseline2021 at 5617
Sentence2614	856	cat+oci+spa-eng ranked at 5372, higher than baseline2021 at 6228
Sentence4902	856	baseline2021 ranked at 4549, higher than cat+oci+spa-eng at 5405
Sentence2225	856	cat+oci+spa-eng ranked at 5521, higher than baseline2021 at 6377
Sentence5958	856	baseline2021 ranked at 5231, higher than cat+oci+spa-eng at 6087
Sentence4532	855	baseline2021 ranked at 919, higher than cat+oci+spa-eng at 1774
Sentence3037	855	baseline2021 ranked at 2501, higher than cat+oci+spa-eng at 3356
Sentence1405	855	baseline2021 ranked at 4215, higher than cat+oci+spa-eng at 5070
Sentence1994	855	baseline2021 ranked at 4425, higher than cat+oci+spa-eng at 5280
Sentence2836	855	baseline2021 ranked at 5077, higher than cat+oci+spa-eng at 5932
Sentence6413	854	baseline2021 ranked at 124, higher than cat+oci+spa-eng at 978
Sentence2469	854	baseline2021 ranked at 4016, higher than cat+oci+spa-eng at 4870
Sentence6484	854	baseline2021 ranked at 4584, higher than cat+oci+spa-eng at 5438
Sentence4721	853	cat+oci+spa-eng ranked at 4011, higher than baseline2021 at 4864
Sentence770	853	baseline2021 ranked at 3508, higher than cat+oci+spa-eng at 4361
Sentence3238	853	cat+oci+spa-eng ranked at 4367, higher than baseline2021 at 5220
Sentence2178	853	baseline2021 ranked at 4294, higher than cat+oci+spa-eng at 5147
Sentence997	852	baseline2021 ranked at 4571, higher than cat+oci+spa-eng at 5423
Sentence2495	850	cat+oci+spa-eng ranked at 2239, higher than baseline2021 at 3089
Sentence3593	850	baseline2021 ranked at 1859, higher than cat+oci+spa-eng at 2709
Sentence1529	850	cat+oci+spa-eng ranked at 5283, higher than baseline2021 at 6133
Sentence1969	849	baseline2021 ranked at 481, higher than cat+oci+spa-eng at 1330
Sentence1708	849	baseline2021 ranked at 3953, higher than cat+oci+spa-eng at 4802
Sentence5235	849	baseline2021 ranked at 4223, higher than cat+oci+spa-eng at 5072
Sentence6469	848	cat+oci+spa-eng ranked at 3515, higher than baseline2021 at 4363
Sentence3493	848	baseline2021 ranked at 2857, higher than cat+oci+spa-eng at 3705
Sentence111	848	cat+oci+spa-eng ranked at 4402, higher than baseline2021 at 5250
Sentence3269	848	baseline2021 ranked at 3752, higher than cat+oci+spa-eng at 4600
Sentence1391	848	baseline2021 ranked at 4005, higher than cat+oci+spa-eng at 4853
Sentence466	847	baseline2021 ranked at 1344, higher than cat+oci+spa-eng at 2191
Sentence4199	847	baseline2021 ranked at 5305, higher than cat+oci+spa-eng at 6152
Sentence4645	845	baseline2021 ranked at 1918, higher than cat+oci+spa-eng at 2763
Sentence2003	845	cat+oci+spa-eng ranked at 3205, higher than baseline2021 at 4050
Sentence1582	845	baseline2021 ranked at 5143, higher than cat+oci+spa-eng at 5988
Sentence6032	845	baseline2021 ranked at 5433, higher than cat+oci+spa-eng at 6278
Sentence86	844	baseline2021 ranked at 2087, higher than cat+oci+spa-eng at 2931
Sentence1777	844	baseline2021 ranked at 3152, higher than cat+oci+spa-eng at 3996
Sentence5494	844	baseline2021 ranked at 5497, higher than cat+oci+spa-eng at 6341
Sentence4416	843	cat+oci+spa-eng ranked at 1180, higher than baseline2021 at 2023
Sentence1870	843	baseline2021 ranked at 5264, higher than cat+oci+spa-eng at 6107
Sentence4244	843	baseline2021 ranked at 5595, higher than cat+oci+spa-eng at 6438
Sentence6100	842	baseline2021 ranked at 3641, higher than cat+oci+spa-eng at 4483
Sentence1630	840	baseline2021 ranked at 2005, higher than cat+oci+spa-eng at 2845
Sentence5293	840	cat+oci+spa-eng ranked at 4611, higher than baseline2021 at 5451
Sentence276	840	baseline2021 ranked at 3825, higher than cat+oci+spa-eng at 4665
Sentence5108	840	baseline2021 ranked at 4601, higher than cat+oci+spa-eng at 5441
Sentence4417	839	baseline2021 ranked at 1065, higher than cat+oci+spa-eng at 1904
Sentence3205	839	baseline2021 ranked at 1265, higher than cat+oci+spa-eng at 2104
Sentence6363	839	baseline2021 ranked at 1862, higher than cat+oci+spa-eng at 2701
Sentence4580	837	cat+oci+spa-eng ranked at 18, higher than baseline2021 at 855
Sentence5359	837	cat+oci+spa-eng ranked at 125, higher than baseline2021 at 962
Sentence3436	837	cat+oci+spa-eng ranked at 908, higher than baseline2021 at 1745
Sentence6010	837	cat+oci+spa-eng ranked at 4041, higher than baseline2021 at 4878
Sentence5151	836	baseline2021 ranked at 1494, higher than cat+oci+spa-eng at 2330
Sentence4319	835	baseline2021 ranked at 4699, higher than cat+oci+spa-eng at 5534
Sentence1223	834	cat+oci+spa-eng ranked at 4891, higher than baseline2021 at 5725
Sentence1361	834	cat+oci+spa-eng ranked at 4976, higher than baseline2021 at 5810
Sentence3445	834	cat+oci+spa-eng ranked at 4996, higher than baseline2021 at 5830
Sentence704	834	baseline2021 ranked at 4673, higher than cat+oci+spa-eng at 5507
Sentence4708	834	baseline2021 ranked at 5472, higher than cat+oci+spa-eng at 6306
Sentence5172	833	cat+oci+spa-eng ranked at 1102, higher than baseline2021 at 1935
Sentence570	833	cat+oci+spa-eng ranked at 1979, higher than baseline2021 at 2812
Sentence6452	833	baseline2021 ranked at 4555, higher than cat+oci+spa-eng at 5388
Sentence152	832	baseline2021 ranked at 2014, higher than cat+oci+spa-eng at 2846
Sentence2740	832	baseline2021 ranked at 3317, higher than cat+oci+spa-eng at 4149
Sentence3778	832	cat+oci+spa-eng ranked at 5385, higher than baseline2021 at 6217
Sentence1064	832	baseline2021 ranked at 4832, higher than cat+oci+spa-eng at 5664
Sentence1213	830	baseline2021 ranked at 3525, higher than cat+oci+spa-eng at 4355
Sentence1921	830	baseline2021 ranked at 3914, higher than cat+oci+spa-eng at 4744
Sentence1928	830	baseline2021 ranked at 4104, higher than cat+oci+spa-eng at 4934
Sentence725	830	baseline2021 ranked at 4449, higher than cat+oci+spa-eng at 5279
Sentence927	829	cat+oci+spa-eng ranked at 1663, higher than baseline2021 at 2492
Sentence3797	829	cat+oci+spa-eng ranked at 3270, higher than baseline2021 at 4099
Sentence4855	829	baseline2021 ranked at 5251, higher than cat+oci+spa-eng at 6080
Sentence1867	828	cat+oci+spa-eng ranked at 2118, higher than baseline2021 at 2946
Sentence2347	828	baseline2021 ranked at 1302, higher than cat+oci+spa-eng at 2130
Sentence3983	828	baseline2021 ranked at 5341, higher than cat+oci+spa-eng at 6169
Sentence1589	827	cat+oci+spa-eng ranked at 4992, higher than baseline2021 at 5819
Sentence2342	826	cat+oci+spa-eng ranked at 4444, higher than baseline2021 at 5270
Sentence5825	825	cat+oci+spa-eng ranked at 1589, higher than baseline2021 at 2414
Sentence3691	825	baseline2021 ranked at 862, higher than cat+oci+spa-eng at 1687
Sentence3316	824	baseline2021 ranked at 358, higher than cat+oci+spa-eng at 1182
Sentence6217	824	baseline2021 ranked at 547, higher than cat+oci+spa-eng at 1371
Sentence2171	824	baseline2021 ranked at 3112, higher than cat+oci+spa-eng at 3936
Sentence3177	824	cat+oci+spa-eng ranked at 4281, higher than baseline2021 at 5105
Sentence2421	823	cat+oci+spa-eng ranked at 1336, higher than baseline2021 at 2159
Sentence2186	823	baseline2021 ranked at 3022, higher than cat+oci+spa-eng at 3845
Sentence5975	822	baseline2021 ranked at 1826, higher than cat+oci+spa-eng at 2648
Sentence2683	820	cat+oci+spa-eng ranked at 626, higher than baseline2021 at 1446
Sentence3892	820	baseline2021 ranked at 572, higher than cat+oci+spa-eng at 1392
Sentence2409	819	cat+oci+spa-eng ranked at 2975, higher than baseline2021 at 3794
Sentence1975	819	cat+oci+spa-eng ranked at 3279, higher than baseline2021 at 4098
Sentence929	819	baseline2021 ranked at 3588, higher than cat+oci+spa-eng at 4407
Sentence5782	818	cat+oci+spa-eng ranked at 2759, higher than baseline2021 at 3577
Sentence1601	818	cat+oci+spa-eng ranked at 3433, higher than baseline2021 at 4251
Sentence6042	818	baseline2021 ranked at 4854, higher than cat+oci+spa-eng at 5672
Sentence1690	817	baseline2021 ranked at 113, higher than cat+oci+spa-eng at 930
Sentence1020	816	cat+oci+spa-eng ranked at 4523, higher than baseline2021 at 5339
Sentence5690	815	baseline2021 ranked at 2672, higher than cat+oci+spa-eng at 3487
Sentence5691	815	baseline2021 ranked at 2687, higher than cat+oci+spa-eng at 3502
Sentence3219	815	baseline2021 ranked at 4461, higher than cat+oci+spa-eng at 5276
Sentence185	814	baseline2021 ranked at 622, higher than cat+oci+spa-eng at 1436
Sentence2982	814	baseline2021 ranked at 3459, higher than cat+oci+spa-eng at 4273
Sentence2928	813	cat+oci+spa-eng ranked at 487, higher than baseline2021 at 1300
Sentence4931	813	cat+oci+spa-eng ranked at 3241, higher than baseline2021 at 4054
Sentence3171	812	baseline2021 ranked at 4736, higher than cat+oci+spa-eng at 5548
Sentence2066	811	cat+oci+spa-eng ranked at 153, higher than baseline2021 at 964
Sentence4364	811	baseline2021 ranked at 403, higher than cat+oci+spa-eng at 1214
Sentence5426	811	baseline2021 ranked at 2071, higher than cat+oci+spa-eng at 2882
Sentence309	810	cat+oci+spa-eng ranked at 593, higher than baseline2021 at 1403
Sentence4878	810	baseline2021 ranked at 269, higher than cat+oci+spa-eng at 1079
Sentence4412	810	baseline2021 ranked at 1246, higher than cat+oci+spa-eng at 2056
Sentence3350	810	baseline2021 ranked at 3285, higher than cat+oci+spa-eng at 4095
Sentence1861	810	baseline2021 ranked at 4266, higher than cat+oci+spa-eng at 5076
Sentence1892	810	baseline2021 ranked at 5620, higher than cat+oci+spa-eng at 6430
Sentence6489	808	baseline2021 ranked at 70, higher than cat+oci+spa-eng at 878
Sentence4284	808	cat+oci+spa-eng ranked at 5425, higher than baseline2021 at 6233
Sentence2034	808	baseline2021 ranked at 5289, higher than cat+oci+spa-eng at 6097
Sentence6022	807	baseline2021 ranked at 575, higher than cat+oci+spa-eng at 1382
Sentence2026	807	cat+oci+spa-eng ranked at 1954, higher than baseline2021 at 2761
Sentence964	807	baseline2021 ranked at 4906, higher than cat+oci+spa-eng at 5713
Sentence6339	807	baseline2021 ranked at 5513, higher than cat+oci+spa-eng at 6320
Sentence5543	807	baseline2021 ranked at 5621, higher than cat+oci+spa-eng at 6428
Sentence5656	806	cat+oci+spa-eng ranked at 1501, higher than baseline2021 at 2307
Sentence3173	806	cat+oci+spa-eng ranked at 2542, higher than baseline2021 at 3348
Sentence5622	806	baseline2021 ranked at 2190, higher than cat+oci+spa-eng at 2996
Sentence1192	806	baseline2021 ranked at 3069, higher than cat+oci+spa-eng at 3875
Sentence6431	805	baseline2021 ranked at 2891, higher than cat+oci+spa-eng at 3696
Sentence2039	805	cat+oci+spa-eng ranked at 4014, higher than baseline2021 at 4819
Sentence6135	805	baseline2021 ranked at 3310, higher than cat+oci+spa-eng at 4115
Sentence3207	805	baseline2021 ranked at 3891, higher than cat+oci+spa-eng at 4696
Sentence3360	805	baseline2021 ranked at 5587, higher than cat+oci+spa-eng at 6392
Sentence1633	804	baseline2021 ranked at 1232, higher than cat+oci+spa-eng at 2036
Sentence4281	803	cat+oci+spa-eng ranked at 1625, higher than baseline2021 at 2428
Sentence3705	803	cat+oci+spa-eng ranked at 1856, higher than baseline2021 at 2659
Sentence4713	803	baseline2021 ranked at 1068, higher than cat+oci+spa-eng at 1871
Sentence2056	803	cat+oci+spa-eng ranked at 1879, higher than baseline2021 at 2682
Sentence5949	803	baseline2021 ranked at 1806, higher than cat+oci+spa-eng at 2609
Sentence251	802	cat+oci+spa-eng ranked at 1833, higher than baseline2021 at 2635
Sentence227	802	baseline2021 ranked at 2388, higher than cat+oci+spa-eng at 3190
Sentence2812	802	baseline2021 ranked at 5219, higher than cat+oci+spa-eng at 6021
Sentence3296	802	baseline2021 ranked at 5535, higher than cat+oci+spa-eng at 6337
Sentence6212	801	baseline2021 ranked at 1141, higher than cat+oci+spa-eng at 1942
Sentence5833	800	baseline2021 ranked at 1863, higher than cat+oci+spa-eng at 2663
Sentence3376	800	cat+oci+spa-eng ranked at 4112, higher than baseline2021 at 4912
Sentence5552	800	baseline2021 ranked at 5203, higher than cat+oci+spa-eng at 6003
Sentence5944	799	baseline2021 ranked at 2270, higher than cat+oci+spa-eng at 3069
Sentence6279	799	cat+oci+spa-eng ranked at 4131, higher than baseline2021 at 4930
Sentence91	798	cat+oci+spa-eng ranked at 1085, higher than baseline2021 at 1883
Sentence3019	798	cat+oci+spa-eng ranked at 1678, higher than baseline2021 at 2476
Sentence5818	798	baseline2021 ranked at 1470, higher than cat+oci+spa-eng at 2268
Sentence1667	798	cat+oci+spa-eng ranked at 3143, higher than baseline2021 at 3941
Sentence597	797	baseline2021 ranked at 3720, higher than cat+oci+spa-eng at 4517
Sentence1206	794	baseline2021 ranked at 486, higher than cat+oci+spa-eng at 1280
Sentence2114	794	baseline2021 ranked at 3949, higher than cat+oci+spa-eng at 4743
Sentence3158	793	cat+oci+spa-eng ranked at 529, higher than baseline2021 at 1322
Sentence1860	793	cat+oci+spa-eng ranked at 3715, higher than baseline2021 at 4508
Sentence4779	792	baseline2021 ranked at 364, higher than cat+oci+spa-eng at 1156
Sentence1834	792	cat+oci+spa-eng ranked at 5379, higher than baseline2021 at 6171
Sentence222	792	baseline2021 ranked at 5115, higher than cat+oci+spa-eng at 5907
Sentence1939	792	baseline2021 ranked at 5560, higher than cat+oci+spa-eng at 6352
Sentence2519	791	cat+oci+spa-eng ranked at 2422, higher than baseline2021 at 3213
Sentence4999	791	baseline2021 ranked at 3833, higher than cat+oci+spa-eng at 4624
Sentence3801	791	cat+oci+spa-eng ranked at 5247, higher than baseline2021 at 6038
Sentence6391	790	cat+oci+spa-eng ranked at 1140, higher than baseline2021 at 1930
Sentence878	790	baseline2021 ranked at 1375, higher than cat+oci+spa-eng at 2165
Sentence1105	790	baseline2021 ranked at 2631, higher than cat+oci+spa-eng at 3421
Sentence5199	790	baseline2021 ranked at 2951, higher than cat+oci+spa-eng at 3741
Sentence4593	790	cat+oci+spa-eng ranked at 4664, higher than baseline2021 at 5454
Sentence5767	790	cat+oci+spa-eng ranked at 4734, higher than baseline2021 at 5524
Sentence187	790	cat+oci+spa-eng ranked at 5211, higher than baseline2021 at 6001
Sentence1616	790	cat+oci+spa-eng ranked at 5630, higher than baseline2021 at 6420
Sentence3545	789	cat+oci+spa-eng ranked at 1529, higher than baseline2021 at 2318
Sentence4032	789	baseline2021 ranked at 3692, higher than cat+oci+spa-eng at 4481
Sentence1173	788	cat+oci+spa-eng ranked at 1896, higher than baseline2021 at 2684
Sentence1721	788	baseline2021 ranked at 2348, higher than cat+oci+spa-eng at 3136
Sentence3446	788	baseline2021 ranked at 5536, higher than cat+oci+spa-eng at 6324
Sentence3261	787	baseline2021 ranked at 4307, higher than cat+oci+spa-eng at 5094
Sentence5684	787	cat+oci+spa-eng ranked at 5669, higher than baseline2021 at 6456
Sentence2713	786	cat+oci+spa-eng ranked at 56, higher than baseline2021 at 842
Sentence501	785	cat+oci+spa-eng ranked at 2402, higher than baseline2021 at 3187
Sentence611	784	cat+oci+spa-eng ranked at 649, higher than baseline2021 at 1433
Sentence3236	784	baseline2021 ranked at 4567, higher than cat+oci+spa-eng at 5351
Sentence2198	783	cat+oci+spa-eng ranked at 329, higher than baseline2021 at 1112
Sentence2830	783	cat+oci+spa-eng ranked at 408, higher than baseline2021 at 1191
Sentence92	783	cat+oci+spa-eng ranked at 3411, higher than baseline2021 at 4194
Sentence1339	783	baseline2021 ranked at 4156, higher than cat+oci+spa-eng at 4939
Sentence3139	783	baseline2021 ranked at 4713, higher than cat+oci+spa-eng at 5496
Sentence851	782	baseline2021 ranked at 743, higher than cat+oci+spa-eng at 1525
Sentence1029	782	baseline2021 ranked at 3301, higher than cat+oci+spa-eng at 4083
Sentence2497	782	baseline2021 ranked at 3416, higher than cat+oci+spa-eng at 4198
Sentence2112	782	cat+oci+spa-eng ranked at 5052, higher than baseline2021 at 5834
Sentence311	782	baseline2021 ranked at 5031, higher than cat+oci+spa-eng at 5813
Sentence6043	781	baseline2021 ranked at 1746, higher than cat+oci+spa-eng at 2527
Sentence1039	781	cat+oci+spa-eng ranked at 4384, higher than baseline2021 at 5165
Sentence1531	781	baseline2021 ranked at 3691, higher than cat+oci+spa-eng at 4472
Sentence3358	780	cat+oci+spa-eng ranked at 1277, higher than baseline2021 at 2057
Sentence3868	780	cat+oci+spa-eng ranked at 2055, higher than baseline2021 at 2835
Sentence585	779	cat+oci+spa-eng ranked at 5525, higher than baseline2021 at 6304
Sentence2340	777	cat+oci+spa-eng ranked at 2472, higher than baseline2021 at 3249
Sentence3029	777	baseline2021 ranked at 5645, higher than cat+oci+spa-eng at 6422
Sentence5652	776	baseline2021 ranked at 993, higher than cat+oci+spa-eng at 1769
Sentence494	776	baseline2021 ranked at 3140, higher than cat+oci+spa-eng at 3916
Sentence287	775	baseline2021 ranked at 1892, higher than cat+oci+spa-eng at 2667
Sentence1809	775	baseline2021 ranked at 3209, higher than cat+oci+spa-eng at 3984
Sentence6331	774	cat+oci+spa-eng ranked at 1566, higher than baseline2021 at 2340
Sentence1376	774	baseline2021 ranked at 2009, higher than cat+oci+spa-eng at 2783
Sentence632	774	baseline2021 ranked at 2871, higher than cat+oci+spa-eng at 3645
Sentence2599	774	baseline2021 ranked at 4972, higher than cat+oci+spa-eng at 5746
Sentence3361	773	cat+oci+spa-eng ranked at 572, higher than baseline2021 at 1345
Sentence2947	773	baseline2021 ranked at 3989, higher than cat+oci+spa-eng at 4762
Sentence2321	773	baseline2021 ranked at 4376, higher than cat+oci+spa-eng at 5149
Sentence2252	772	baseline2021 ranked at 444, higher than cat+oci+spa-eng at 1216
Sentence1266	772	baseline2021 ranked at 2006, higher than cat+oci+spa-eng at 2778
Sentence5163	772	baseline2021 ranked at 2963, higher than cat+oci+spa-eng at 3735
Sentence830	772	baseline2021 ranked at 4133, higher than cat+oci+spa-eng at 4905
Sentence5019	771	cat+oci+spa-eng ranked at 941, higher than baseline2021 at 1712
Sentence3665	771	cat+oci+spa-eng ranked at 1063, higher than baseline2021 at 1834
Sentence303	771	baseline2021 ranked at 876, higher than cat+oci+spa-eng at 1647
Sentence4879	771	baseline2021 ranked at 1900, higher than cat+oci+spa-eng at 2671
Sentence3439	770	cat+oci+spa-eng ranked at 613, higher than baseline2021 at 1383
Sentence4438	770	cat+oci+spa-eng ranked at 2895, higher than baseline2021 at 3665
Sentence2238	769	baseline2021 ranked at 2449, higher than cat+oci+spa-eng at 3218
Sentence5063	768	baseline2021 ranked at 437, higher than cat+oci+spa-eng at 1205
Sentence6347	767	cat+oci+spa-eng ranked at 5434, higher than baseline2021 at 6201
Sentence3208	767	cat+oci+spa-eng ranked at 5472, higher than baseline2021 at 6239
Sentence5780	766	baseline2021 ranked at 1780, higher than cat+oci+spa-eng at 2546
Sentence5639	766	cat+oci+spa-eng ranked at 3317, higher than baseline2021 at 4083
Sentence1516	766	cat+oci+spa-eng ranked at 4735, higher than baseline2021 at 5501
Sentence3894	766	baseline2021 ranked at 4224, higher than cat+oci+spa-eng at 4990
Sentence286	765	baseline2021 ranked at 3789, higher than cat+oci+spa-eng at 4554
Sentence6004	765	baseline2021 ranked at 3883, higher than cat+oci+spa-eng at 4648
Sentence3954	765	cat+oci+spa-eng ranked at 5716, higher than baseline2021 at 6481
Sentence4883	764	baseline2021 ranked at 2022, higher than cat+oci+spa-eng at 2786
Sentence2385	764	baseline2021 ranked at 3961, higher than cat+oci+spa-eng at 4725
Sentence5794	764	baseline2021 ranked at 5576, higher than cat+oci+spa-eng at 6340
Sentence176	763	baseline2021 ranked at 4705, higher than cat+oci+spa-eng at 5468
Sentence210	762	cat+oci+spa-eng ranked at 263, higher than baseline2021 at 1025
Sentence2426	762	cat+oci+spa-eng ranked at 2289, higher than baseline2021 at 3051
Sentence2063	762	cat+oci+spa-eng ranked at 4497, higher than baseline2021 at 5259
Sentence1788	762	baseline2021 ranked at 4709, higher than cat+oci+spa-eng at 5471
Sentence3242	761	cat+oci+spa-eng ranked at 175, higher than baseline2021 at 936
Sentence3191	761	cat+oci+spa-eng ranked at 3083, higher than baseline2021 at 3844
Sentence552	761	cat+oci+spa-eng ranked at 4634, higher than baseline2021 at 5395
Sentence5014	761	baseline2021 ranked at 5040, higher than cat+oci+spa-eng at 5801
Sentence5964	759	cat+oci+spa-eng ranked at 501, higher than baseline2021 at 1260
Sentence5769	759	cat+oci+spa-eng ranked at 1668, higher than baseline2021 at 2427
Sentence31	759	baseline2021 ranked at 2984, higher than cat+oci+spa-eng at 3743
Sentence4915	759	cat+oci+spa-eng ranked at 5390, higher than baseline2021 at 6149
Sentence5914	758	cat+oci+spa-eng ranked at 1667, higher than baseline2021 at 2425
Sentence708	758	cat+oci+spa-eng ranked at 3532, higher than baseline2021 at 4290
Sentence3251	756	cat+oci+spa-eng ranked at 4091, higher than baseline2021 at 4847
Sentence3054	756	baseline2021 ranked at 3835, higher than cat+oci+spa-eng at 4591
